Rep	Robert Aderholt	R	Alabama
Sen	Daniel Akaka	D	Hawaii
Rep	Rodney Alexander	R	Louisiana
Rep	Allen West	R	Louisiana
Sen	Lamar Alexander	R	Tennessee
Rep	Justin Amash	R	Michigan
Rep	Mark Amodei	R	Nevada
Rep	Robert Andrews	D	New Jersey
Rep	Michele Bachmann	R	Minnesota
Rep	Spencer Bachus	R	Alabama
Rep	Ron Barber	D	Arizona
Rep	Lou Barletta	R	Pennsylvania
Sen	John Barrasso	R	Wyoming
Rep	John Barrow	D	Georgia
Rep	Joe Barton	R	Texas
Rep	Karen Bass	D	California
Sen	Max Baucus	D	Montana
Sen	Evan Bayh	D	Montana
Sen	Melissa Bean	D	Montana
Rep	Xavier Becerra	D	California
Sen	Mark Begich	D	Alaska
Rep	Dan Benishek	R	Michigan
Sen	Michael Bennet	D	Colorado
Rep	Gus Michael Bilirakis	R	Florida
Sen	Jeff Bingaman	D	New Mexico
Rep	Rob Bishop	R	Utah
Rep	Sanford Bishop	D	Georgia
Rep	Timothy Bishop	D	New York
Rep	Diane Black	R	Tennessee
Rep	Marsha Blackburn	R	Tennessee
Rep	Earl Blumenauer	D	Oregon
Sen	Roy Blunt	R	Missouri
Rep	John Boehner	R	Ohio
Rep	Josiah Bonner	R	Alabama
Sen	John Boozman	R	Arkansas
Del	Madeline Bordallo	D	
Rep	Charles Boustany	R	Louisiana
Sen	Barbara Boxer	D	California
Rep	Robert Brady	D	Pennsylvania
Rep	Kevin Brady	R	Texas
Rep	Bruce Braley	D	Iowa
Rep	Mo Brooks	R	Alabama
Rep	Paul Broun	R	Georgia
Rep	Corrine Brown	D	Florida
Sen	Sherrod Brown	D	Ohio
Rep	Vern Buchanan	R	Florida
Rep	Larry Bucshon	R	Indiana
Rep	Michael Burgess	R	Texas
Sen	Richard Burr	R	North Carolina
Rep	George Butterfield	D	North Carolina
Rep	Ken Calvert	R	California
Rep	David Lee Camp	R	Michigan
